"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Onderwerpen_4";"Perioden";"Sectoren";"Balansposten";"Totaal energieaanbod";"Totaal energieverbruik"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"F Bouwnijverheid";"PJ";"14.47";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Landbouw, visserij en dienstverlening";"PJ";"0.02";"0.02"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"G-U Dienstverlening";"PJ";"0.02";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Nederland totaal";"PJ";"2.19";"2.19"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Energiesector";"PJ";"-11.39";"-11.39"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"192 Aardolie-industrie";"PJ";"-11.39";"-11.39"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Totaal energieafnemers";"PJ";"13.58";"13.58"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Nijverheid (geen energiesector)";"PJ";"13.51";"13.51"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"F Bouwnijverheid";"PJ";"13.51";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Landbouw, visserij en dienstverlening";"PJ";"0.07";"0.07"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2008";"G-U Dienstverlening";"PJ";"0.07";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Nederland totaal";"PJ";"-1.65";"-1.65"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Energiesector";"PJ";"-12.13";"-12.13"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"192 Aardolie-industrie";"PJ";"-12.13";"-12.13"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Totaal energieafnemers";"PJ";"10.47";"10.47"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Nijverheid (geen energiesector)";"PJ";"10.78";"10.78"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"F Bouwnijverheid";"PJ";"10.78";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Landbouw, visserij en dienstverlening";"PJ";"-0.30";"-0.30"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2009";"G-U Dienstverlening";"PJ";"-0.30";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Nederland totaal";"PJ";"1.70";"1.70"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Energiesector";"PJ";"-7.56";"-7.56"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"192 Aardolie-industrie";"PJ";"-7.56";"-7.56"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Totaal energieafnemers";"PJ";"9.26";"9.26"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Nijverheid (geen energiesector)";"PJ";"9.26";"9.26"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"F Bouwnijverheid";"PJ";"9.26";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Landbouw, visserij en dienstverlening";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2010";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
