var;year;total_total;total_00_05;total_05_10;total_10_15;total_15_20;total_20_25;total_25_30;total_30_35;total_35_40;total_40_45;total_45_50;total_50_55;total_55_60;total_60_65;total_65_70;total_70_75;total_75_80;total_80_85;total_85_90;total_90_95;total_95_00;male_total;male_00_05;male_05_10;male_10_15;male_15_20;male_20_25;male_25_30;male_30_35;male_35_40;male_40_45;male_45_50;male_50_55;male_55_60;male_60_65;male_65_70;male_70_75;male_75_80;male_80_85;male_85_90;male_90_95;male_95_00;female_total;female_00_05;female_05_10;female_10_15;female_15_20;female_20_25;female_25_30;female_30_35;female_35_40;female_40_45;female_45_50;female_50_55;female_55_60;female_60_65;female_65_70;female_70_75;female_75_80;female_80_85;female_85_90;female_90_95;female_95_00
Ondergrens 67%-prognose-interval;2017;16875100;863149;906314;966561;1016660;1032627;1061101;1002214;999431;1062629;1269082;1269242;1181644;1062937;1008674;802268;563419;392146;231780;93442;22046;8351401;441756;463454;494343;519148;523931;535907;502847;498372;529150;636123;637692;589998;528970;498735;388745;258305;162057;81205;25328;4291;8520840;421393;442869;472214;497535;508713;525194;499328;501031;533601;633036;631501;591579;533965;509989;413545;305111;230055;150581;68118;17755
Ondergrens 67%-prognose-interval;2018;16895750;860580;899251;946233;1022582;1025486;1065572;1012215;996703;1021777;1250397;1262883;1198229;1072418;991101;864151;579046;396755;237611;94393;22968;8362741;440408;460059;483601;522579;519665;538283;508357;497212;508839;624782;634500;598177;533004;490026;418708;267091;165581;84353;26152;4540;8534098;420159;439164;462632;499988;505718;527451;503905;499608;513025;625703;628528;600006;539422;501061;445502;311995;231165;153231;68244;18420
Ondergrens 67%-prognose-interval;2019;16918964;859286;887868;930111;1021417;1026338;1068770;1023338;990490;1001658;1212350;1254520;1214756;1086901;983743;903915;598391;407973;240132;95885;23783;8373520;439806;454068;475491;522027;520318;539975;514241;494064;498549;604363;629299;606637;539857;485657;438372;277402;172000;86432;27077;4757;8544714;419481;433881;454611;499407;506040;528857;509190;496516;503064;608067;625365;608026;547033;498111;465616;321010;235951;153706;68815;19028
Ondergrens 67%-prognose-interval;2020;16937780;860066;876140;920939;1012234;1028813;1070650;1032045;990021;988404;1156440;1253683;1228663;1104449;985370;929239;622175;419449;243886;97722;24366;8382361;440190;448160;470885;516903;521665;541230;518431;493923;492009;575150;628016;613781;548101;486076;450921;289750;178273;88946;28149;4902;8555748;419876;427980;450030;495325;507148;529502;513832;495846;496439;581346;625617;614788;556315;499290;478497;332442;241203;154967;69552;19468
Ondergrens 67%-prognose-interval;2021;16957424;860009;868853;913937;992394;1041181;1059934;1045077;985695;989289;1098267;1251136;1236425;1120755;992272;957553;635171;433840;246875;100617;24740;8391898;440248;444483;467343;507095;527740;535723;525295;491878;492294;545110;625505;617906;556409;488547;464458;296632;185909;91255;29590;5073;8568842;419761;424341;446605;485292;513423;524345;519396;493880;496907;552956;625702;618513;564227;503681;493116;338593;248003;155643;71053;19667
Ondergrens 67%-prognose-interval;2022;16971964;859691;863257;906301;973848;1049997;1049390;1053277;989872;989215;1048834;1242269;1233893;1138384;1004723;929458;704142;442494;250927;102758;25039;8397829;440113;441670;463226;497879;531727;530945;530216;494252;491718;520589;619893;616712;564763;494380;450551;330210;190968;93905;30700;5233;8575066;419579;421585;443077;475947;518348;518561;523168;495644;497695;528556;622487;617144;573587;510332;478759;373981;251571;157090;72052;19803
Ondergrens 67%-prognose-interval;2023;16984160;860544;861026;899637;953091;1055537;1043053;1057744;1000023;986269;1009090;1224130;1227848;1154497;1014302;914022;760127;455656;254877;105728;25338;8402610;440573;440519;460169;486979;535028;527188;532429;499742;490316;500836;608790;613742;572628;498607;443342;356672;198107;96496;32065;5412;8582372;419975;420507;439553;466145;520591;515862;525122;500088;496234;508317;615205;614099;581745;515637;470568;403298;257527;158450;73658;19930
Ondergrens 67%-prognose-interval;2024;16998330;861728;859738;888989;936904;1053776;1044589;1060410;1010713;979601;988732;1187324;1220159;1170285;1028196;907647;795299;472023;263072;106993;25961;8408057;441217;439953;454504;478877;534177;528137;534013;505340;486754;490512;589327;608948;580730;505257;439795;373846;206613;100832;33006;5657;8593062;420511;419797;434582;458038;519517;516269;526866;504977;492947;498273;597844;611014;589405;522998;467858;421460;265415;162269;74019;20300
Ondergrens 67%-prognose-interval;2025;17016460;862823;859026;878510;927715;1044969;1046990;1063281;1018353;977846;975527;1132629;1219506;1183620;1045365;909827;817492;492234;271551;108679;26316;8410874;441843;439617;449282;474294;529227;529684;535171;509352;486275;483883;560958;608032;587602;513294;440760;384622;216814;105175;34041;5853;8603633;420977;419363;429237;453437;515672;517309;527700;509505;492119;491679;571359;611359;596032;532043;469188;432908;275493;166321;74668;20469
Ondergrens 67%-prognose-interval;2026;17020016;865490;859694;871569;921429;1025320;1058039;1053351;1031612;974236;976286;1075571;1217748;1191298;1061245;917352;842164;503385;281448;110167;27046;8414335;443221;440067;445844;471026;519668;534960;530224;516453;484199;484378;531944;605732;591726;521409;443665;396097;222498;110081;35052;6134;8611002;422269;419627;425724;450397;505801;523078;522917;515166;490095;492189;543674;611513;599739;539751;473621;445925;280946;171386;75120;20912
Ondergrens 67%-prognose-interval;2027;17033924;862003;861169;867157;913570;1006678;1067743;1043009;1039994;978301;975985;1027700;1209456;1188983;1078296;929407;817952;560327;287166;112288;27501;8412739;441394;440865;443519;466884;510405;539134;525936;521188;486488;483514;508156;600597;590793;529370;449262;384707;248988;113423;36279;6365;8617190;420609;420177;423555;446660;496214;528386;517217;518937;491795;492712;519883;608477;598526;548824;480112;433253;311259;173899;75964;21146
Ondergrens 67%-prognose-interval;2028;17032680;864024;862336;863390;908784;986429;1073116;1037174;1044281;988167;973178;989169;1192090;1183655;1093633;938429;805723;605216;295234;113712;27781;8417462;442457;441560;441665;464733;499861;542664;522491;523112;492153;481937;489334;590384;588017;536982;453301;379510;269260;117464;37213;6541;8619022;421567;420785;421703;444061;486621;530582;514776;521345;496111;491118;500130;601426;595678;556640;485160;426257;336046;177823;76436;21228
Ondergrens 67%-prognose-interval;2029;17040310;862167;861079;862026;898642;971054;1071908;1039599;1048512;999268;966903;969773;1156301;1176355;1108953;952274;800726;632059;305705;116752;27592;8412254;441450;440779;441005;459265;492118;542007;523472;525211;498010;478879;479740;571487;583605;544714;459781;376811;281532;122605;38674;6598;8622557;420686;420221;421021;439398;478932;529829;515376;523333;501135;487853;490386;584441;592853;564246;492244;424049;350484;183180;78072;20997
Ondergrens 67%-prognose-interval;2030;17040064;860125;863478;861651;888604;962623;1063261;1041423;1050859;1008034;965783;957403;1103147;1176124;1122163;968089;803348;648172;319022;120289;27659;8412916;440474;442113;440884;454278;487890;537326;524972;526952;502137;478601;473370;544476;582739;551486;467206;378007;288868;128795;40232;6702;8627206;419651;421463;420701;434282;474406;526159;516633;524379;505613;487304;484094;558930;593246;570665;500809;425447;359248;190433;80028;20961
Ondergrens 67%-prognose-interval;2031;17017176;857137;865863;864374;881800;957112;1045413;1053702;1042565;1021426;962231;958594;1048317;1174234;1129699;982842;809760;665019;326571;124639;27966;8399026;438955;443236;442421;450735;485303;528442;531445;522592;509635;477063;474168;516511;580854;555254;474593;380428;296155;132414;42228;6893;8616948;418171;422646;421898;430855;472028;517139;522495;519938;511649;485645;484699;531835;593535;574213;508190;429269;368973;194260;82356;21009
Ondergrens 67%-prognose-interval;2032;16996760;855034;865463;865109;877873;951386;1028609;1063482;1032909;1030098;966648;958938;1002055;1166539;1127558;999402;820072;646108;365272;126306;28014;8388243;437895;443342;442909;448946;481969;520247;535591;518422;514160;479458;473533;493475;576183;554580;482202;385213;288061;149130;43164;7025;8613276;417161;422159;422185;428895;469305;508355;527842;514468;515616;487405;485495;508655;590563;573050;517031;434979;358229;216143;83157;20990
Ondergrens 67%-prognose-interval;2033;16996156;850909;865392;865801;874683;946041;1009275;1069787;1027548;1034922;977266;956271;964590;1150163;1122935;1013369;828684;637639;395549;129840;28175;8384310;435835;443288;443317;447412;479601;510168;539196;515257;516427;485400;472226;475177;566213;552139;488890;388796;284463;161639;44943;7192;8613648;415075;422196;422452;427236;466393;499565;530391;512050;518201;492113;484106;489460;583989;570584;524416;439862;352933;233959;85155;21071
Ondergrens 67%-prognose-interval;2034;16968660;844783;864802;864485;873901;939217;994328;1069403;1029277;1038700;988553;950076;946211;1116310;1115913;1027682;841396;635373;414494;136300;29366;8367083;432629;442835;442694;447070;475994;502744;538877;516108;518461;491173;469464;465877;548376;548005;496148;394704;283505;169790;47624;7609;8601776;412154;421875;421823;426858;463448;491986;530332;513207;520175;497429;481057;480071;567566;567891;531415;446501;351868;244656;88681;21710
Ondergrens 67%-prognose-interval;2035;16955224;839378;861905;866948;872898;930454;986148;1061202;1032339;1040683;997107;949431;934631;1065756;1116664;1040435;855728;638148;423348;142204;29720;8356605;429963;441615;444027;446662;471220;498510;534072;517888;520216;495532;469134;460123;522915;547751;502532;401219;284865;173656;50022;7797;8595690;409438;420289;422920;426313;458977;487775;526790;514284;521006;501862;480405;473898;542899;568694;537661;454474;353169;249899;92075;21946
Ondergrens 67%-prognose-interval;2036;16941250;834979;858590;868871;874447;924695;981193;1043193;1044216;1032673;1010489;946266;935880;1013244;1115953;1048040;868171;642698;431139;144345;30371;8342347;427668;439842;445025;447460;468582;495750;525443;523322;515700;502527;467545;460802;496543;546506;506526;407184;286604;176988;50928;8027;8589476;407311;418820;423885;426951;456142;485412;517538;520416;517212;507712;478639;474537;516764;569394;541453;460799;356088;254157;93361;22266
Ondergrens 67%-prognose-interval;2037;16897616;827827;858655;869422;873910;922298;975981;1026918;1053458;1024002;1018273;950572;935847;969395;1109154;1046331;883509;650684;417922;162876;30239;8322566;424048;439786;445264;447155;467350;493298;517390;527644;511875;507228;470161;460370;475037;542266;506049;414396;289888;171381;57972;8023;8569722;403786;418855;424133;426649;455304;483083;509331;525809;511998;511390;480321;475426;494537;566973;540452;468906;360937;246813;104995;22140
Ondergrens 67%-prognose-interval;2038;16857476;823095;855180;869048;877062;920255;973348;1009260;1060017;1018889;1023621;961474;933326;933930;1093627;1042572;896358;657889;414587;176484;30630;8299191;421636;438004;445257;448896;466341;492038;507901;531594;509090;509540;476197;459602;457785;533087;504150;420434;293115;170222;63075;8317;8557347;401459;417192;423914;428154;453997;481472;501161;528429;509820;513803;484804;474176;476095;560509;538517;475911;364992;244499;113311;22289
Ondergrens 67%-prognose-interval;2039;16819196;813957;848635;868684;877179;920623;965790;995068;1059705;1021866;1028185;972337;927579;916214;1061297;1037321;909611;669762;413746;182285;31548;8278781;416964;434897;444913;449115;466030;487747;500880;531756;510927;511622;482394;456874;449265;516615;501014;426938;298385;170156;65098;8612;8539230;397071;413828;423868;428116;454410;477928;493828;527831;510644;516008;489929;471166;466879;544856;536282;482589;371236;243745;117270;23047
Ondergrens 67%-prognose-interval;2040;16779456;805412;843735;866868;877475;919751;959542;987104;1051763;1024831;1031575;981241;926836;905141;1014221;1037894;921114;682494;416874;186651;33571;8258563;412572;432357;443995;449318;466077;484680;497097;527521;512599;513619;486806;456842;443882;492712;501113;432874;304125;171358;66776;9294;8519728;392840;411356;422873;428243;453787;474559;490170;524090;512046;517195;494520;470503;461289;521454;536880;488359;378429;245486;120041;24303
Ondergrens 67%-prognose-interval;2041;16750280;796302;838410;862429;879695;920193;956369;982305;1035391;1036250;1023098;994682;924151;906800;965292;1038141;928564;693854;421426;186937;33726;8238060;407901;429665;441821;450298;466078;482751;494882;519137;518459;509665;493885;455608;444683;468733;500030;436952;309676;173190;66812;9307;8507147;388401;408746;420609;429348;453845;473606;487662;516102;518326;513388;500777;468921;462206;496956;537885;492247;384121;248329;120189;24386
Ondergrens 67%-prognose-interval;2042;16706895;791337;831770;862025;880573;919530;953573;978728;1018845;1045739;1014462;1003465;928886;907812;924482;1031819;928643;706375;428779;183655;38593;8217536;405365;426210;441760;450925;465930;481661;492774;510966;522708;506426;498571;457983;444179;448729;496637;436952;314947;176464;65652;10782;8488728;385972;405560;420358;429648;453959;472284;485644;508187;523411;508740;504789;470714;463051;475760;535312;491922;391352;252256;117916;27774
Ondergrens 67%-prognose-interval;2043;16661275;784143;826354;858157;880761;922311;954816;975652;1000512;1051951;1010144;1008281;939299;905380;891563;1018144;925964;718592;434904;182995;41296;8193367;401668;423361;439615;450913;467136;482352;491280;501624;526216;503927;500827;463772;443430;433156;488727;435699;320807;179005;65654;11628;8468460;382475;403071;418500;429853;455289;472659;483966;499107;525909;506670;507317;475461;461763;458384;529414;490195;397770;255853;117374;29697
Ondergrens 67%-prognose-interval;2044;16611200;781312;818790;852475;878871;924147;954456;968334;986858;1051169;1011705;1012503;950567;899950;875479;988943;922330;729350;442945;183804;42195;8170286;400242;419581;436730;450076;468535;482061;487462;494580;525431;504695;502824;469727;440829;425624;473618;433734;325798;182543;66054;11952;8443270;381070;399210;415745;428886;455834;472458;480872;492106;526110;507403;509490;480703;458865;449849;515059;488505;403553;260453;117629;30310
Ondergrens 67%-prognose-interval;2045;16559845;776453;808142;848386;878049;926275;954383;962208;979362;1043557;1014949;1015184;959247;899681;865189;945221;924485;739395;452441;186897;43216;8144233;397820;414087;434697;449713;469579;481921;484270;490927;521589;506183;504731;473840;441166;420693;452271;434646;330837;186633;67315;12097;8420231;378633;394054;413689;428336;456462;472752;477825;488095;522659;508749;510826;485201;458141;444338;492986;490207;408664;265809;119465;30974
Ondergrens 67%-prognose-interval;2046;16509480;773914;801010;841946;875227;926157;954778;957550;976063;1026299;1026450;1007083;972135;897098;866872;899825;925032;746518;462379;190244;42953;8123200;396473;410522;431371;448128;469538;482466;481886;489174;512888;511322;500728;480614;439707;421817;430626;434275;334339;191246;68513;12183;8389808;377442;390487;410495;426973;457185;472377;475816;486377;513776;514749;506961;491127;456692;445158;469722;490749;412231;271133;121533;30799
Ondergrens 67%-prognose-interval;2047;16460220;772134;796883;836862;871748;928116;955529;957091;971505;1010851;1034579;999311;980308;901557;867841;862763;920260;748004;471779;194620;43158;8095988;395575;408445;428876;446519;470296;482493;481624;487223;505107;515416;496806;485374;442187;421673;412544;431451;335482;195270;70151;12175;8363561;376559;388437;407986;425286;457987;472414;475330;484644;506071;519742;502234;495134;458979;446240;450202;488690;412480;277045;124301;30963
Ondergrens 67%-prognose-interval;2048;16414955;770050;790379;829655;869316;927983;957298;957469;969202;994290;1041453;994788;985692;911492;866128;832886;908054;745921;482905;199956;44457;8074890;394559;405235;425065;445162;470107;483679;481625;486254;496848;518706;494087;487751;447970;420765;398684;424666;334937;199902;72024;12609;8343057;375541;385411;404336;424156;457932;473747;476013;483001;497743;522732;500324;497787;463899;445426;434220;483371;411156;283089;127677;31878
Ondergrens 67%-prognose-interval;2049;16372270;770812;785487;821284;863405;926653;957976;955900;962905;982044;1042118;996471;989875;922295;861275;818932;882303;744061;492284;204669;45127;8050369;394908;402757;420975;442013;469991;483678;481072;482626;490934;518763;495024;490213;453737;418715;391967;412140;333808;204294;74215;12818;8325148;375895;382877;400403;421238;456671;474440;475291;480378;491256;522597;501201;500171;468752;442772;426635;470132;410379;288192;130566;32293
Ondergrens 67%-prognose-interval;2050;16328830;765108;781545;812669;857208;923638;961471;956162;956864;976436;1035161;999788;992846;931638;861486;810683;844568;749558;503383;210455;45697;8024049;391990;400644;416449;439118;468190;485664;480943;479190;487242;515176;497107;492067;458420;418866;388202;394279;336278;209686;76608;13051;8309552;373118;381049;396177;418168;455217;475699;475808;477402;487700;519492;502936;501283;473351;442716;422064;450361;413170;293697;133863;32735
Ondergrens 67%-prognose-interval;2051;16276460;764339;777839;806000;851984;921806;961025;959259;952379;971041;1018782;1011179;986148;945242;859216;813762;805063;750476;508050;214965;45751;8000133;391619;398718;413071;436477;467339;486069;483335;476939;484833;507150;503030;488556;465384;417910;389790;375685;336396;211968;78348;13129;8280500;372720;379121;392854;415571;454633;476170;476016;475137;485858;510917;508863;497950;479448;441428;423376;429420;413837;296140;136480;32710
Ondergrens 67%-prognose-interval;2052;16222095;761350;775105;802140;848220;918847;960322;959032;951042;966663;1003341;1020349;979157;953925;864173;814335;772685;747861;508159;218082;45609;7970006;390143;397198;411195;434539;466047;485211;482926;476612;482843;499475;507161;485171;470038;420490;389907;360490;334930;212129;79463;12978;8252152;371220;377907;390945;413680;452980;475232;476209;475042;484057;503020;513728;493242;483624;443437;424684;412100;412894;296015;138926;32722
Ondergrens 67%-prognose-interval;2053;16181210;758489;773800;795157;841089;916926;959454;959299;953374;964118;986146;1026668;975125;959161;874568;813098;747687;738069;506990;222712;46317;7951525;388641;396609;407620;430855;464843;484583;483218;477553;481389;491031;510446;482752;472335;426356;389568;349581;330037;212052;81147;13218;8228063;369866;377191;387450;410212;452276;475180;476425;475489;482369;495352;516459;491845;486507;448162;423955;397947;408412;295075;141745;33066
Ondergrens 67%-prognose-interval;2054;16136510;756653;773985;790519;831348;912719;957889;963041;953605;958449;972339;1026999;977186;964269;885145;809708;735419;717909;506981;225943;46734;7937749;387730;396752;405196;425857;462364;483427;484541;477584;478178;484368;510150;484269;474705;431996;388129;344067;320466;211829;82495;13243;8207097;368923;377196;385324;405497;450161;474462;478311;476046;479867;488684;516409;493046;488732;453382;421543;391233;397347;295103;143513;33502
Ondergrens 67%-prognose-interval;2055;16099675;756514;770196;785962;824772;903318;955974;963428;954725;952177;966262;1020286;980623;967375;893705;810004;727703;687368;509730;229500;47489;7913539;387543;394963;402969;422687;457965;482498;484892;478000;474806;481112;506538;485903;476782;436375;388574;340680;306725;213043;83752;13602;8180240;368928;375236;383046;402128;445504;473538;478636;476683;476424;485152;513415;494153;489905;457712;421857;386979;380561;296650;145791;33941
Ondergrens 67%-prognose-interval;2056;16063140;754054;767249;783562;816957;899125;955332;966416;956774;947897;962540;1003199;991868;960249;906018;809164;730254;655675;511483;231502;48371;7896290;386367;393374;401640;418678;455749;482880;486668;479239;472782;479105;498754;491104;473463;443309;388048;342256;292454;213687;84516;13749;8163880;367665;373875;381922;398326;443562;473050;479554;477339;474350;483028;505241;500036;486756;463544;420825;388203;363384;297885;147026;34621
Ondergrens 67%-prognose-interval;2057;16025265;750557;766268;779721;814366;896086;951941;965791;956537;946543;959689;987905;1000844;953493;914696;814286;732604;630534;509931;230189;48806;7880160;384538;392767;399727;417250;454421;480944;486875;479583;472787;477318;491171;495599;470639;447852;390637;343283;281701;212750;84116;13923;8145688;365966;373501;380077;397119;441825;470995;479679;477529;474509;481140;497354;505200;482658;466734;423126;390041;348975;297460;146073;34883
Ondergrens 67%-prognose-interval;2058;15976640;746176;763164;777539;805556;891591;950770;965217;957370;947765;956902;971467;1006762;950192;920129;824928;733908;610369;503977;230188;49386;7859496;382359;391201;398664;412747;452436;479593;485759;480094;473580;476480;482646;498792;468912;450389;396952;343335;273005;209626;84162;14019;8123836;363817;371928;378875;392879;439482;470496;479347;477487;474563;480193;489689;508125;481183;469357;427852;390088;336970;294210;146027;35315
Ondergrens 67%-prognose-interval;2059;15942765;742318;760502;776931;803335;884065;946909;963636;958906;949858;951078;959307;1007278;952876;924541;835178;731153;600615;488724;230167;49269;7835776;380365;389849;398281;411577;448194;477973;485074;480746;473834;473746;476513;498977;470646;452443;402612;342506;268799;203009;84051;14004;8096077;361953;370654;378650;391758;436098;469008;478726;478783;475266;477663;483008;508375;482317;472162;432888;388733;331630;285724;145974;35354
Ondergrens 67%-prognose-interval;2060;15895510;740849;760716;775587;797076;875742;943108;961009;960802;950434;944980;952553;1000486;955240;928437;844211;733132;596004;467204;234480;50776;7819685;379617;389943;397708;408413;443665;476123;483344;481680;474348;470569;473687;495231;472579;454897;407151;343763;266783;193809;85606;14477;8075229;361231;370773;377922;388650;432140;467454;477118;479141;476272;474717;479288;505075;483946;473893;437119;389405;328988;273484;148768;36356
Bovengrens 67%-prognose-interval;2011;16668585;924503;985594;999456;1007708;1036003;1004511;1007516;1123659;1297128;1298931;1196410;1090770;1103690;791102;637753;500257;361486;212978;76987;18767;8252851;473174;504163;511306;515203;523994;505983;505317;561875;654634;655830;601079;547208;553509;391169;302614;219650;139604;67387;19031;3302;8415682;451330;481434;488148;492508;511990;498530;502201;561777;642485;643104;595334;543562;550177;399936;335138;280607;221882;145591;57956;15466
Bovengrens 67%-prognose-interval;2012;16764600;926070;969852;1011000;1000150;1053507;1018333;1015451;1076935;1291437;1298884;1216765;1105312;1070848;874709;650392;507996;370383;217592;83564;19761;8303045;473845;496391;516523;512049;532937;513257;509093;538457;650617;656268;610983;554045;536448;433433;310297;225207;145183;70192;21224;3528;8461360;452218;473459;494474;488097;520583;505052;506352;538498;640824;642634;605789;551258;534395;441253;340111;282793;225204;147400;62341;16234
Bovengrens 67%-prognose-interval;2013;16858404;931446;952612;1019307;996339;1066492;1038594;1021325;1040856;1276331;1295387;1235959;1116487;1052885;943182;668853;514388;381192;222193;89555;20975;8351303;476890;487207;521199;509533;539127;523815;512616;520826;641205;654649;620699;559019;527409;467311;320798;230112;151374;73219;23270;3812;8507138;454550;465404;498108;486806;527361;514735;508706;520027;635156;640768;615241;557475;525477;475874;348080;284276;229821;148974;66284;17164
Bovengrens 67%-prognose-interval;2014;16949450;932455;939363;1020554;1000188;1076269;1059032;1022990;1025790;1241208;1289954;1254960;1132806;1045820;987461;691438;529703;387698;228075;96386;22118;8397550;477166;480585;521833;511597;543815;534126;513855;513424;622290;651144;630741;566911;523015;489546;333065;239164;156076;76735;25466;4095;8551951;455289;458771;498712;488573;532468;524863;509113;512390;618897;638786;624235;565895;522810;497917;358374;290539;231618;151353;70923;18023
Bovengrens 67%-prognose-interval;2015;17036080;934724;932601;1013554;1004696;1083883;1076797;1030634;1017949;1187696;1291722;1271466;1152340;1048300;1016242;719221;545571;395922;234810;102122;23820;8441544;478400;477240;517811;514014;547792;542362;517976;509703;594188;651418;639401;576234;523731;503946;347762;248178;161462;80777;27295;4526;8595916;456338;455368;495746;490678;536144;534421;512512;508177;593479;640273;632091;576069;524568;512290;371461;297393;234468;154046;74823;19294
Bovengrens 67%-prognose-interval;2016;17123590;940366;929866;995697;1019304;1076880;1098389;1034616;1024819;1131778;1292089;1281722;1170770;1056473;1048629;734629;564656;401938;244090;105646;26906;8483522;481304;475789;508981;521146;543882;553427;519992;513246;565357;650344;644928;585843;526787;519881;356078;258764;166075;85629;28847;5303;8639400;459065;454091;486746;498154;533091;545033;514596;511545;566389;641743;636811;584937;529677;528803;378567;305900;235869;158477;76802;21605
Bovengrens 67%-prognose-interval;2017;17200600;946408;930362;979286;1030607;1069667;1114234;1045755;1030832;1085567;1286360;1281426;1190558;1070669;1018517;813903;577660;410414;252204;109385;29746;8520648;484382;475841;500820;526215;540744;561488;525671;515671;542121;646269;645066;595373;533446;504586;395711;266537;171623;90045;30580;6020;8679904;462038;454504;478475;504384;529055;552779;520171;515105;543431;640017;636295;595221;537210;513954;418166;311080;238790;162149;78805;23726
Bovengrens 67%-prognose-interval;2018;17281536;953946;934507;961193;1038635;1066568;1125965;1063848;1034211;1049155;1271073;1277555;1209008;1081692;1002273;878937;595575;417561;261300;112789;32361;8563550;488232;478218;491186;530759;538459;567006;535235;517618;524222;636754;643271;604605;538373;496690;427519;276678;176587;94804;32361;6713;8720806;465726;456294;470017;507901;528169;558959;529056;516688;524960;634259;634352;604448;543350;505593;451398;318888;240980;166466;80442;25648
Bovengrens 67%-prognose-interval;2019;17373464;962503;936157;947345;1039702;1070767;1135725;1082139;1034393;1033574;1236288;1272002;1227338;1097620;996499;921182;617349;431756;267180;116987;35030;8606866;492665;478837;484278;531334;540638;571531;544461;517717;516460;618269;639675;614172;546126;493157;448613;288450;184683;98553;34370;7401;8765008;469838;457308;463071;508412;530054;563926;538064;516524;517070;618134;632354;613205;551524;503329;472491;328899;247089;168628;82612;27631
Bovengrens 67%-prognose-interval;2020;17455840;971883;938498;940523;1032951;1076373;1143909;1099060;1040824;1025721;1184034;1273987;1243312;1116922;999548;948784;643869;446664;274531;121642;37532;8650259;497511;480193;480962;527404;543668;576093;552373;521170;512632;591070;640137;622660;555399;494365;462463;302358;192861;102839;36661;8025;8807276;474372;458368;459584;505523;532596;567774;546809;519262;513009;593093;633876;620825;561587;505149;486291;341461;253849;171660;84998;29504
Bovengrens 67%-prognose-interval;2021;17546110;982829;943166;937900;1015330;1091895;1138881;1120973;1044545;1032628;1129628;1274740;1253594;1135075;1008072;979564;659179;464047;280305;127599;39664;8695256;503145;482603;479570;518807;551432;573323;563830;523215;516310;563276;639359;628041;564791;497791;477526;310673;202205;106633;39346;8700;8851524;479683;460663;458318;496642;540704;565837;557043;521185;516140;566540;635442;625480;570254;510277;502057;348549;261819;173636;88279;30975
Bovengrens 67%-prognose-interval;2022;17626980;991441;947933;937942;998935;1104197;1133645;1137170;1056255;1038358;1085158;1269385;1253457;1154469;1022192;952531;732529;475999;287625;132709;41758;8734786;507555;485099;479440;510624;556987;570972;571877;528945;518685;541036;635717;628336;574048;504549;464296;346788;209145;111091;41781;9382;8892484;483869;462974;458494;488362;547248;562753;565106;526648;519684;544031;633735;625148;580428;517631;488213;385802;266798;176580;90944;32362
Bovengrens 67%-prognose-interval;2023;17711440;1002124;955718;941419;981103;1112721;1130789;1148503;1073187;1041457;1049215;1254587;1250004;1172653;1033160;938172;792722;491750;294005;138191;43731;8775738;513109;489057;481495;501202;561538;569194;577317;538026;520178;523659;626772;626834;583203;509527;457554;375683;217848;115082;44360;10105;8936432;489016;466642;459928;479925;551094;561932;571109;535161;521069;525775;627979;623360;589425;523673;480666;416961;273977;178944;93876;33619
Bovengrens 67%-prognose-interval;2024;17801044;1012589;964895;942411;967441;1113872;1135146;1157816;1091796;1040878;1034190;1221003;1244609;1190640;1049090;934021;831789;512041;306521;142554;46254;8819158;518480;493888;481891;494403;562311;571660;581584;547434;520322;516325;609092;623494;592536;517255;455139;394941;228493;121504;46624;10944;8979900;494110;471008;460589;473015;551603;563864;576167;544333;520757;518087;612177;621330;598030;531813;478750;436721;283480;184844;95896;35291
Bovengrens 67%-prognose-interval;2025;17876410;1021625;974012;943726;960745;1106859;1140916;1165601;1107117;1046354;1026151;1170030;1246553;1206124;1067635;937868;858362;536521;318802;147443;48842;8859900;523140;498503;482649;491145;558382;574259;585847;554895;523056;512370;582744;623925;600674;526157;456986;408286;240988;127973;49083;11849;9019286;498452;475344;461044;469648;548609;566710;579455;552256;523226;513895;587477;622764;605527;541547;480832;450094;295462;190803;98308;36980
Bovengrens 67%-prognose-interval;2026;17951944;1029699;985288;950072;957792;1089532;1156108;1159497;1126912;1048912;1032382;1117160;1247562;1216007;1085302;946841;886931;551228;333396;152213;52168;8894887;527308;504393;485809;489659;549936;581978;582528;565242;524473;515752;555826;623222;606099;535253;460771;422088;248887;135321;51659;13010;9059978;502379;480895;464137;468128;539745;574243;576764;561632;524454;516696;561243;624241;610117;550072;485996;464781;302430;197910;100552;39182
Bovengrens 67%-prognose-interval;2027;18027960;1034542;996196;956260;957317;1073483;1168434;1154054;1141802;1059370;1037468;1073061;1242536;1215909;1104777;961370;864082;616300;343598;157353;54813;8930752;529756;510036;489205;489267;542081;587644;580199;572660;530067;517677;533994;619870;606384;544727;467847;411454;279968;140909;54375;13995;9102018;504782;486132;467134;467967;531485;580718;573360;569008;529464;519961;539120;622528;609667;560076;493551;452647;336298;202571;103023;40872
Bovengrens 67%-prognose-interval;2028;18103444;1040830;1008457;962923;959531;1055586;1177831;1152384;1152658;1076745;1040260;1038821;1228108;1212926;1122688;972786;853262;668663;357182;162701;58155;8962979;533004;516389;492619;490710;532746;592985;579332;577645;539141;519149;517333;611226;604955;553559;473088;406908;304418;148096;57107;15182;9137826;507826;491895;470277;468815;523046;584806;572915;575023;537737;521046;521350;616839;607884;569034;499588;446422;364282;209063;105597;42918
