var;year;total_total;total_00_05;total_05_10;total_10_15;total_15_20;total_20_25;total_25_30;total_30_35;total_35_40;total_40_45;total_45_50;total_50_55;total_55_60;total_60_65;total_65_70;total_70_75;total_75_80;total_80_85;total_85_90;total_90_95;total_95_00;male_total;male_00_05;male_05_10;male_10_15;male_15_20;male_20_25;male_25_30;male_30_35;male_35_40;male_40_45;male_45_50;male_50_55;male_55_60;male_60_65;male_65_70;male_70_75;male_75_80;male_80_85;male_85_90;male_90_95;male_95_00;female_total;female_00_05;female_05_10;female_10_15;female_15_20;female_20_25;female_25_30;female_30_35;female_35_40;female_40_45;female_45_50;female_50_55;female_55_60;female_60_65;female_65_70;female_70_75;female_75_80;female_80_85;female_85_90;female_90_95;female_95_00
Prognose;2011;16654454;920692;984951;998953;1006884;1033519;1002012;1005785;1122453;1296248;1298311;1195973;1090433;1103299;790697;637260;499571;360585;212002;76349;18478;8245473;471224;503833;511049;514797;522895;504698;504344;561192;654113;655448;600816;547009;553282;390922;302317;219265;139167;67012;18845;3246;8408981;449468;481119;487904;492087;510624;497314;501441;561261;642135;642863;595157;543425;550016;399775;334943;280306;221418;144990;57504;15232
Prognose;2012;16733121;917367;968433;1009894;998397;1048260;1012700;1011601;1074293;1289486;1297490;1215801;1104588;1070026;873751;649349;506526;368429;215495;82115;19121;8286680;469386;495666;515962;511177;530621;510425;506955;536946;649463;655412;610388;553624;535972;432872;309661;224373;144218;69368;20789;3402;8446441;447980;472766;493932;487220;517639;502275;504646;537348;640023;642079;605412;550964;534054;440878;339688;282153;224211;146126;61326;15720
Prognose;2013;16808530;916514;950312;1017429;993733;1058418;1029318;1014707;1036247;1273035;1293033;1234334;1115307;1051610;941566;667103;512059;378011;218805;87095;19896;8325542;469251;486027;520247;508221;535545;519228;509004;518234;639254;653233;619742;558320;526662;466336;319730;228778;149772;71853;22512;3594;8482988;447263;464285;497181;485512;522872;510089;505703;518013;633782;639800;614592;556987;524948;475231;347373;283280;228239;146952;64583;16302
Prognose;2014;16877754;912208;936022;1017812;996678;1065804;1046172;1013513;1019042;1236342;1286427;1252589;1131059;1044134;985156;688925;526388;383152;223191;92641;20501;8360505;466811;478870;520446;509825;539159;527785;508728;509636;619481;649049;629298;565891;522033;488163;331544;237247;153764;74722;24290;3762;8517249;445397;457152;497367;486853;526644;518386;504785;509406;616860;637378;623290;565168;522101;496993;357381;289140;229387;148469;68352;16739
Prognose;2015;16941202;907790;928158;1009876;1000241;1070680;1059659;1017551;1008711;1181091;1286953;1268293;1149936;1046031;1013220;715806;541043;389698;228139;96821;21506;8391858;464641;474939;515946;511763;541877;534027;511048;504578;590431;648589;637487;574834;522411;502169;345698;245570;158260;77952;25605;4035;8549345;443150;453219;493930;488478;528803;525632;506504;504133;590660;638364;630806;575102;523619;511051;370108;295472;231439;150187;71216;17471
Prognose;2016;17001316;906472;923645;991143;1013878;1061908;1077775;1018019;1013169;1123407;1286092;1277561;1167737;1053618;1044794;730372;558870;394326;235694;99038;23800;8421184;463947;472567;506677;518387;537108;543478;511207;506912;560624;646771;642418;584054;525155;517557;353511;255396;162106;82002;26693;4615;8580132;442526;451078;484466;495492;524799;534298;506811;506257;562783;639322;635142;583683;528463;527237;376861;303474;232220;153691;72345;19185
Prognose;2017;17059338;907460;919782;973716;1024257;1052829;1090213;1026147;1016673;1075326;1278849;1276182;1186791;1067241;1013956;808420;570749;401419;242134;101408;25784;8449335;464444;470394;498006;522999;533087;549925;515359;507953;536324;641891;641938;593117;531477;501859;392417;262544;166901;85656;27925;5121;8610002;443015;449389;475710;501258;519743;540288;510788;508721;539002;636958;634244;593673;535765;512098;416003;308205;234519;156478;73483;20663
Prognose;2018;17116422;910363;918518;954734;1031307;1047829;1098434;1040574;1017425;1036978;1261992;1271293;1204402;1077621;997121;872133;587565;407402;249653;103617;27462;8477072;465939;470005;487928;527020;529963;553848;522984;508460;517378;631515;639470;601860;536020;493610;423469;272002;171192;89626;29219;5565;8639349;444423;448512;466806;504287;517866;544586;517589;508965;519600;630477;631824;602542;541602;503511;448664;315563;236209;160027;74398;21898
Prognose;2019;17172928;914550;914192;939912;1031371;1050583;1105088;1055696;1014616;1019191;1225761;1264482;1221893;1092908;990663;913257;608395;420403;254129;106601;29239;8504558;468098;467561;480510;527071;531488;557109;530715;507158;508437;612118;635202;610929;543352;489745;443907;283201;178576;92632;30733;6016;8668370;446451;446630;459402;504300;519095;547979;524982;507458;510755;613643;629280;610964;549556;500918;469350;325194;241826;161498;75868;23223
Prognose;2020;17228780;919643;909968;932003;1023368;1054347;1109936;1068291;1017334;1008509;1171595;1265038;1236993;1111346;993080;939956;633731;433681;259594;109719;30649;8531754;470737;465524;476581;522566;533584;559837;536672;508737;503152;583889;634830;618775;552099;490568;457208;296422;185855;95992;32360;6368;8697026;448905;444444;455422;500802;520763;550099;531619;508597;505357;587706;630208;618219;559247;502512;482748;337309;247825;163602;77359;24281
Prognose;2021;17283794;925349;908830;927587;1004715;1067943;1101978;1085526;1017225;1012437;1115278;1264310;1246106;1128669;1000940;969565;647934;449438;263978;114173;31814;8558519;473697;464968;474300;513371;540251;555571;545765;508651;505217;555029;633241;623644;561065;493627;471563;304064;194273;99073;34398;6753;8725275;451652;443862;453287;491344;527692;546406;539760;508574;507220;560249;631069;622462;567604;507313;498002;343870;255165;164905;79775;25061
Prognose;2022;17337586;931198;910027;923914;987303;1078508;1093656;1097527;1024880;1015485;1068380;1257431;1244897;1147458;1014413;942094;719463;460122;269984;117893;32955;8584586;476727;465627;472267;504750;545034;551993;552087;512641;506038;531528;628754;623288;570041;499989;458096;339093;200516;102733;36218;7164;8753001;454471;444400;451647;482552;533475;541663;545440;512239;509447;536851;628678;621608;577416;514424;483998;380369;259607;167251;81674;25791
Prognose;2023;17389860;936904;913110;922873;968342;1085701;1089366;1105464;1039000;1015805;1030955;1241114;1240379;1164730;1024880;927549;777658;474741;275255;122082;33955;8609750;479687;467258;472034;494731;549153;549333;555906;520208;506304;513205;618859;621095;578612;504709;451354;366958;208510;106086;38173;7576;8780110;457216;445852;450839;473611;536548;540033;549558;518792;509501;517750;622255;619284;586118;520171;476194;410700;266231;169169;83910;26379
Prognose;2024;17440236;942107;917445;918805;953538;1085859;1092577;1112143;1053775;1012710;1013516;1205954;1233942;1181879;1039939;922497;815163;493143;285291;124646;35309;8633765;482384;469536;469762;487348;549306;551110;559220;527835;504848;504539;600222;617121;587503;511980;448491;385321;218125;111400;39660;8054;8806471;459723;447909;449042;466190;536553;541467;552923;525941;507863;508977;605731;616820;594376;527959;474005;429842;275018;173892;84986;27255
Prognose;2025;17488348;946670;922654;914759;945677;1077960;1096750;1117070;1066154;1015009;1003008;1153193;1234791;1196658;1058000;925545;839415;515207;295505;127755;36569;8656447;484747;472269;467847;483466;544902;553422;561994;533754;506208;499371;572947;616985;595179;520560;449807;397240;229270;116620;41332;8527;8831901;461923;450385;446912;462211;533057;543328;555076;532400;508801;503636;580246;617806;601480;537440;475738;442175;285937;178885;86423;28043
Prognose;2026;17533982;950511;928443;913723;941319;1059592;1110326;1109674;1082937;1014743;1006695;1098369;1234277;1205707;1074825;933606;865471;527752;307336;130478;38200;8677687;486733;475300;467356;481247;535888;560077;558055;542603;506062;501314;545047;615611;599994;529241;453099;409603;235827;122553;42957;9121;8856295;463778;453143;446367;460073;523704;550249;551619;540334;508681;505382;553322;618666;605713;545584;480507;455868;291925;184783;87521;29079
Prognose;2027;17576846;953710;934345;914971;937706;1042334;1121002;1101826;1094641;1022130;1009470;1052670;1227770;1204733;1093174;946737;842129;588642;315341;134009;39506;8697323;488391;478378;468055;479266;527380;564937;554700;548756;509919;501990;522291;611438;599761;537987;459325;398692;264596;126978;44842;9642;8879523;465319;455967;446916;458440;514955;556065;547126;545885;512210;507480;530379;616333;604972;555187;487412;443437;324046;188363;89167;29864
Prognose;2028;17616870;956208;940095;918077;936711;1023584;1128311;1097944;1102383;1035997;1009548;1016199;1211984;1200655;1109967;957124;830387;637528;326083;137177;40910;8715328;489686;481378;469716;479060;517518;569078;552283;552428;517361;502107;504537;601944;597830;546270;464061;393634;287114;132543;46586;10195;8901542;466522;458718;448361;457651;506066;559233;545660;549955;518637;507441;511662;610039;602825;563697;493064;436752;350414;193540;90591;30715
Prognose;2029;17653872;958044;945334;922430;932719;1009035;1128679;1101350;1109068;1050511;1006339;999193;1177916;1194690;1126655;971734;826907;668527;340093;142814;41835;8731628;490647;484106;472017;476833;510289;569329;554153;555712;524849;500581;496146;584007;594167;554871;471088;391793;301716;139444;49257;10623;8922244;467397;461228;450413;455886;498746;559350;547198;553356;525662;505759;503047;593909;600523;571784;500646;435113;366811;200649;93557;31211
Prognose;2030;17687794;959341;949935;927646;928745;1001379;1121170;1105717;1114050;1062749;1008442;988944;1126720;1195911;1141056;989171;830504;688124;356726;148517;42948;8746229;491324;486505;474766;474953;506528;565108;556553;558472;530707;501833;491127;557708;594272;562311;479314;393496;310951;147335;51855;11112;8941565;468017;463430;452880;453792;494850;556062;549164;555578;532042;506608;497817;569012;601639;578745;509858;437007;377174;209391;96662;31836
Prognose;2031;17718516;960036;953818;933435;927743;997220;1103519;1119165;1107085;1079244;1008134;992552;1073566;1195723;1150056;1005281;838525;708124;366228;155003;44061;8759095;491692;488528;477804;474477;504423;556427;563119;554746;539371;501675;493027;530811;593144;567069;487538;396844;319961;152027;54789;11623;8959421;468344;465290;455631;453266;492796;547092;556046;552339;539873;506458;499525;542755;602578;582988;517743;441680;388163;214201;100215;32438
Prognose;2032;17745908;960146;957074;939323;929004;993853;1086926;1129880;1099640;1090780;1015412;995220;1029258;1189702;1149440;1022993;850944;690342;411431;159183;45359;8770227;491763;490224;480879;475184;502569;548229;568000;551572;545393;505487;493665;508874;589316;567023;495909;402687;312232;172128;56903;12190;8975682;468383;466849;458444;453820;491284;538698;561880;548067;545387;509925;501555;520385;600386;582416;527084;448257;378111;239303;102279;33169
Prognose;2033;17769828;959470;959627;945062;932111;993137;1068910;1137286;1096108;1098422;1029125;995239;993908;1174634;1145943;1039142;861069;682326;446868;164885;46557;8779586;491431;491557;483876;476845;502492;538726;572156;549357;548974;512838;493760;491758;580317;565419;503793;407314;309204;187459;59595;12718;8990243;468039;468070;461186;455266;490645;530183;565131;546751;549449;516287;501479;502151;594317;580524;535349;453755;373122;259409;105290;33839
Prognose;2034;17790224;957965;961515;950296;936448;989557;1055068;1137909;1099658;1105127;1043460;992096;977471;1141886;1140663;1055223;874913;680802;468810;172894;48465;8787186;490671;492547;486610;479132;500479;531826;572523;551270;552242;520221;492281;483698;563195;562193;512000;413898;308528;197224;63162;13486;9003038;467293;468968;463686;457315;489078;523242;565386;548388;552886;523240;499815;493772;578691;578470;543223;461014;372274;271586;109732;34979
Prognose;2035;17806972;955565;962868;954890;941645;986003;1048006;1130876;1104148;1110159;1055601;994137;967624;1092601;1142416;1069166;891368;684922;482236;182335;50406;8793004;489456;493260;489010;481865;498806;528329;568547;553703;555002;526028;493511;478901;538067;562630;519144;421561;310545;203226;67186;14227;9013967;466110;469608;465880;459780;487197;519676;562329;550445;555157;529573;500626;488723;554534;579785;550023;469807;374377;279010;115149;36179
Prognose;2036;17820194;952340;963617;958780;947417;985350;1044417;1114005;1117468;1103530;1071878;993915;971249;1041474;1142723;1078077;906461;692625;494813;187493;52562;8797119;487821;493663;491045;484883;498493;526487;560263;560160;551459;534550;493409;480807;512383;561854;523818;429139;313783;208573;69470;15061;9023075;464519;469955;467735;462535;486857;517930;553741;557308;552072;537328;500507;490442;529091;580869;554259;477322;378842;286240;118024;37501
Prognose;2037;17829952;948436;963790;962031;953290;986936;1041614;1098135;1128169;1096401;1083308;1001148;973924;998905;1137375;1077945;923262;703865;484153;213385;53881;8799597;485836;493772;492743;487937;499346;524886;552431;565001;548435;540495;497192;481459;491468;558490;524042;436991;318988;204478;79958;15648;9030355;462600;470017;469288;465352;487590;516728;545703;563168;547966;542813;503956;492465;507436;578885;553903;486270;384878;279675;133427;38233
Prognose;2038;17836452;944086;963192;964577;959011;990337;1041394;1080867;1135614;1093128;1090896;1014731;973991;964994;1123275;1075230;938555;713507;480729;232588;55752;8800581;483619;493487;494073;490918;501129;525014;543335;569116;546357;544038;504464;481571;475178;550154;522899;444362;323387;203614;87455;16414;9035872;460468;469705;470504;468094;489208;516380;537532;566498;546770;546858;510267;492420;489816;573121;552331;494193;390121;277114;145133;39338
Prognose;2039;17839930;939538;961774;966459;964227;994924;1038392;1067626;1136376;1096734;1097628;1028908;970992;949338;1092264;1070890;953877;726172;481516;243584;58713;8800209;481301;492783;495060;493636;503514;523269;536742;569521;548269;547313;511758;480165;467574;534116;520293;452091;329308;204127;91856;17515;9039720;458238;468991;471398;470591;491410;515124;530884;566855;548465;550314;517150;490828;481763;558147;550597;501786;396863;277390;151728;41197
Prognose;2040;17840780;935061;959475;967800;968807;1000330;1035370;1060978;1129669;1101258;1102705;1040950;973051;940055;1045533;1073368;967348;741137;486128;249644;62113;8798720;479013;491628;495771;496018;506320;521839;533446;565708;550681;550082;517524;481399;463098;510578;521205;458929;336153;206355;94259;18715;9042060;456049;467846;472029;472790;494010;513531;527532;563961;550577;552624;523426;491652;476957;534955;552163;508418;404984;279774;155384;43398
Prognose;2041;17839400;930873;956347;968537;972669;1006276;1035097;1057697;1113357;1114385;1096352;1057022;972958;943800;997080;1074376;976201;754780;493196;254485;63912;8796346;476874;490050;496170;498028;509398;521696;531757;557725;556987;546692;525927;481369;465070;486526;520939;463552;342834;209314;96060;19379;9043054;453999;466297;472368;474641;496878;513401;525941;555632;557397;549661;531095;491589;478730;510554;553437;512649;411946;283882;158425;44533
Prognose;2042;17836140;927171;952540;968709;975885;1012290;1036952;1055143;1097985;1124942;1089477;1068343;980161;946588;956827;1069947;976844;770152;502730;250434;73020;8793260;474985;488122;496285;499695;512501;522659;530280;550163;561724;543795;531806;485138;465805;467004;518210;464221;349898;213614;94839;22516;9042879;452185;464418;472423;476190;499789;514293;524863;547822;563217;545682;536538;495023;480783;489823;551736;512622;420254;289117;155595;50504
Prognose;2043;17831392;924093;948280;968107;978404;1018128;1040521;1055077;1081243;1132300;1086376;1075879;993584;946805;924839;1057122;975255;784142;511427;250582;79231;8789658;473420;485955;496003;501001;515517;524501;530471;541365;565756;541820;535318;492311;466002;451847;510762;463740;356518;217503;95291;24557;9041735;450673;462325;472104;477403;502611;516019;524607;539878;566544;544556;540561;501273;480803;472991;546360;511514;427624;293925;155291;54675
Prognose;2044;17825506;921765;943808;966684;980263;1023445;1045195;1052295;1068368;1133102;1090000;1082591;1007582;944040;910278;1028331;972311;798229;522196;252482;82542;8785681;472237;483687;495300;501972;518251;526903;528839;534968;566165;543726;538583;499501;464730;444902;496139;462028;363498;222377;96191;25683;9039826;449528;460121;471383;478291;505194;518292;523456;533401;566937;546274;544008;508081;479310;465376;532192;510283;434731;299819;156291;56859
Prognose;2045;17818802;920230;939408;964377;981571;1028116;1050626;1049447;1061918;1126588;1094516;1087676;1019500;946189;901796;984834;975912;810867;534735;256196;84300;8781464;471462;481442;494149;502659;520649;529692;527491;531767;562464;546114;541353;505200;466021;440898;474621;463650;369802;227929;97823;26279;9037339;448768;457966;470228;478912;507467;520935;521956;530151;564124;548402;546324;514300;480168;460898;510213;512262;441064;306806;158374;58021
Prognose;2046;17811546;919496;935298;961255;982273;1032060;1056555;1049255;1058739;1110669;1107431;1081558;1035336;946320;905762;939749;977938;819376;546097;261089;85291;8777132;471092;479351;492581;503034;522672;532728;527379;530122;554701;552275;538098;513456;466135;443004;452635;464088;374181;233261;99709;26631;9034414;448403;455947;468674;479239;509388;523827;521876;528618;555968;555157;543460;521880;480185;462757;487115;513850;445195;312836;161380;58660
Prognose;2047;17804052;919571;931655;957439;982412;1035354;1062541;1051112;1056279;1095658;1117826;1074918;1046520;953549;908758;902419;974721;820969;559008;267253;86092;8772799;471135;477497;490653;503127;524355;535784;528328;528684;547347;556904;535320;519241;469923;443900;434874;462167;375346;238991;102279;26944;9031254;448436;454157;466786;479285;510999;526757;522784;527596;548311;560922;539598;527280;483626;464858;467544;512554;445623;320017;164974;59148
Prognose;2048;17796502;920417;928615;953185;981776;1037936;1068360;1054626;1056230;1079292;1125092;1071961;1053992;966823;909213;872854;963564;820779;570783;273239;87765;8768552;471574;475956;488496;502819;525678;538752;530125;528864;538774;560860;533425;522715;476998;444241;421150;455842;375627;244360;104747;27550;9027950;448843;452660;464689;478957;512259;529608;524501;527366;540518;564232;538535;531277;489825;464972;451704;507722;445152;326424;168492;60215
Prognose;2049;17789028;921948;926308;948729;980327;1039856;1073679;1059210;1053544;1066675;1125934;1075583;1060655;980619;906815;859687;937675;819656;582683;280218;89226;8764464;472366;474785;486234;502105;526660;541456;532465;527285;532525;561281;535315;525939;484064;443190;415036;443024;375010;250032;107636;28056;9024564;449582;451524;462495;478222;513196;532223;526745;526260;534150;564654;540268;534716;496555;463625;444651;494651;444646;332651;172582;61170
Prognose;2050;17781682;924045;924783;944335;978008;1041218;1078370;1064549;1050795;1060364;1119584;1080071;1065725;992410;909146;852229;898640;824576;593641;288257;90938;8760568;473445;474015;483996;500952;527361;543836;535191;525983;529399;557673;537676;528682;489687;444599;411633;424224;377388;255271;110897;28663;9021114;450600;450768;460339;477056;513857;534535;529358;524812;530965;561911;542395;537043;502723;464547;440596;474416;447188;338370;177361;62275
Prognose;2051;17774558;926590;924062;940237;974875;1041989;1082342;1070374;1050660;1057258;1103996;1092789;1059843;1008006;909606;856488;858222;827719;601191;295422;92890;8756921;474753;473656;481914;499380;527754;545844;538157;525900;527788;550099;543718;525562;497786;444912;413906;405030;378544;259009;113929;29280;9017638;451837;450406;458324;475495;514235;536498;532218;524759;529469;553897;549071;534281;510220;464695;442582;453193;449175;342182;181494;63610
Prognose;2052;17767738;929446;924149;936607;971058;1042206;1085684;1076250;1052522;1054867;1089283;1103030;1053432;1019075;916907;859772;824981;825860;603699;303700;95210;8753579;476221;473714;480074;497455;527870;547529;541141;526846;526389;542920;548262;522897;503490;448732;415010;389677;377477;260504;117278;30096;9014159;453225;450435;456533;473603;514337;538155;535109;525676;528478;546364;554769;530536;515585;468175;444763;435305;448382;343194;186422;65114
Prognose;2053;17761366;932469;924998;933577;966814;1041655;1088338;1081956;1056006;1054853;1073243;1110194;1050625;1026511;930001;860564;798814;816877;604933;311209;97726;8750608;477773;474164;478538;495309;527592;548862;544036;528616;526576;534548;552151;521092;506941;455677;415550;377899;372567;261396;120379;30944;9010757;454696;450834;455040;471505;514063;539476;537921;527389;528277;538695;558043;529534;519571;474324;445015;420915;444310;343537;190830;66782
Prognose;2054;17755580;935544;926519;931271;962365;1040291;1090340;1087178;1060527;1052259;1060873;1111056;1054259;1033153;943565;858647;787567;795117;605758;318839;100452;8748088;479354;474955;477372;493054;526906;549861;546678;530911;525048;528440;552578;522977;510144;462584;414780;372888;362216;261786;123690;31868;9007491;456191;451563;453899;469311;513386;540480;540500;529616;527211;532432;558478;531282;523009;480981;443867;414679;432901;343972;195149;68584
Prognose;2055;17750564;938556;928601;929744;957976;1038077;1091800;1091770;1065790;1049596;1054708;1104848;1058737;1038242;955221;861217;781505;762795;611687;326100;103596;8746122;480903;476029;476607;490818;525791;550588;548995;533587;523795;525395;549058;525311;512885;468120;416325;370284;347315;264580;126820;32916;9004442;457653;452572;453137;467158;512286;541212;542775;532203;525801;529313;555790;533426;525358;487102;444892;411221;415480;347107;199279;70679
Prognose;2056;17746476;941392;931129;929016;953879;1035051;1092670;1095670;1071511;1049508;1051687;1089577;1071251;1032685;970558;862093;786144;729478;615815;330979;106384;8744792;482361;477331;476253;488732;524265;551010;550960;536484;523741;523827;541662;531223;509949;476040;416881;372761;332183;266278;128987;33863;9001684;459031;453797;452763;465147;510786;541660;544711;535026;525767;527860;547916;540028;522736;494518;445212;413382;397294;349537;201991;72522
Prognose;2057;17743502;943967;933965;929088;950260;1031353;1092985;1098953;1077285;1051373;1049376;1075169;1081339;1026602;981519;869496;789812;702500;615626;333120;109714;8744183;483688;478792;476308;486897;522385;551158;552607;539402;524689;522467;534653;535675;507449;481660;420741;374134;320362;266134;130015;34968;8999319;460279;455172;452781;463362;508968;541827;546346;537883;526684;526908;540517;545664;519153;499859;448755;415678;382138;349492;203105;74746
Prognose;2058;17741732;946211;936970;929912;947232;1027238;1092544;1101563;1082886;1054825;1049394;1059460;1088400;1024043;988960;882383;791021;681550;609754;334644;112743;8744312;484846;480336;476751;485363;520294;550912;553915;542229;526434;522662;526476;539480;505789;485110;427534;374913;311435;263067;130785;35981;8997420;461364;456634;453162;461869;506944;541632;547648;540657;528391;526732;532983;548920;518254;503849;454849;416108;370116;346688;203859;76762
Prognose;2059;17741278;948064;940024;931411;944931;1022925;1091314;1103543;1088001;1059284;1046888;1047349;1089298;1027751;995621;895677;789750;673211;593949;336421;115865;8745235;485807;481908;477537;484200;518100;550278;554900;544803;528688;521187;520516;539913;507706;488316;434253;374520;308008;255992;131519;37085;8996044;462257;458115;453874;460731;504825;541037;548643;543198;530596;525701;526833;549385;520046;507305;461424;415231;365203;337957;204902;78780
Prognose;2060;17742222;949485;943008;933474;943404;1018673;1089252;1104987;1092499;1064474;1044299;1041341;1083271;1032286;1000783;907188;792662;669203;571005;341925;119003;8746956;486544;483449;478610;483438;515926;549227;555620;547061;531316;519971;517555;536496;510060;491083;439695;376261;306516;246084;133883;38161;8995266;462941;459559;454864;459966;502747;540024;549367;545439;533158;524328;523787;546775;522226;509700;467493;416401;362687;324921;208042;80842
Ondergrens 95%-prognose-interval;2011;16620070;911930;983322;997784;1005027;1027954;996423;1001871;1119717;1294166;1296793;1194898;1089629;1102389;789757;636159;498067;358587;209850;74938;17840;8227291;466737;502997;510444;513885;520423;501832;502167;559601;652844;654507;600143;546530;552743;390350;301661;218423;138198;66188;18436;3124;8392547;445193;480326;487339;491142;507529;494591;499718;560097;641314;642282;594741;543099;549645;399407;334496;279643;220388;143662;56501;14716
Ondergrens 95%-prognose-interval;2012;16657380;898763;964818;1007163;994561;1036210;999769;1002482;1067909;1284702;1293993;1213346;1102815;1068101;871563;647006;503405;364267;211002;79005;17758;8247462;459825;493817;514557;509261;525251;503907;501919;533284;646626;653272;608893;552596;534844;431575;308239;222611;142169;67618;19863;3136;8410094;438938;471006;492609;485305;510951;495871;500563;534572;638077;640741;604466;550236;533257;440015;338740;280793;222097;143387;59143;14622
Ondergrens 95%-prognose-interval;2013;16684721;885291;944478;1012955;987948;1040268;1008763;999849;1025702;1265106;1287267;1230308;1112397;1048484;937990;663272;506892;371105;211547;81893;17662;8260368;453244;483034;517962;505305;527351;509048;500895;512308;634558;649738;617301;556563;524812;464210;317415;225851;146341;68957;20926;3149;8423743;432047;461446;494993;482651;512793;499715;498962;513416;630477;637500;612991;555792;523666;473806;345838;281048;224769;142582;60967;14514
Ondergrens 95%-prognose-interval;2014;16702428;867014;927512;1011379;988961;1042378;1017221;992115;1003854;1225006;1278058;1246575;1126559;1039630;979448;683220;519026;373321;212798;84826;17278;8269435;443654;474489;517169;505920;528618;513602;497161;501148;612924;643987;625634;563209;519400;484751;328130;233070;148831;70506;21869;3110;8432929;423360;453023;494201;483044;513775;503658;494952;502706;612082;634059;620878;563317;520219;494699;355135;285956;224506;142292;62957;14169
Ondergrens 95%-prognose-interval;2015;16707684;845619;917229;1001082;990557;1042715;1023144;988928;988265;1165942;1275659;1260146;1143746;1040243;1005736;708038;531439;377118;214789;86552;17286;8270629;432800;469296;511464;506862;529298;516333;495764;493279;581750;641716;632449;571170;519004;497691;341132;240098;151830;72374;22385;3156;8436990;412820;447932;489613;483695;513449;506809;493234;495032;584245;633896;627585;572565;521199;508037;366948;291341;225287;142415;64167;14130
Ondergrens 95%-prognose-interval;2016;16713123;833035;906736;980411;1002127;1030125;1033770;982256;987735;1104475;1271881;1266990;1159599;1046273;1035152;720632;546570;378739;218652;86092;18182;8272336;426319;463838;501224;512404;522608;522280;492383;492978;549906;638193;635921;579246;520933;511951;347653;248326;154098;74810;22571;3406;8441410;406716;442898;479187;489724;507522;511593;489879;494806;554635;633568;631017;580353;525414;523329;372875;298259;224641;143848;63521;14776
Ondergrens 95%-prognose-interval;2017;16709317;822739;893715;960602;1010304;1017360;1038829;982535;985082;1051987;1261012;1262990;1176841;1058335;1002674;795908;556548;383012;222030;86212;18835;8268564;421085;457000;491335;515920;516889;525139;492630;490641;523094;631312;634053;587154;526262;495214;385084;254378;157315;76975;22982;3581;8439378;401696;436825;469250;494391;500576;513689;490029;494372;528857;629659;629071;589596;532008;507507;410869;302168;225698;145057;63214;15254
Ondergrens 95%-prognose-interval;2018;16699944;817342;880859;939283;1015404;1009208;1040311;989375;979899;1009176;1240922;1255516;1192433;1067002;984261;857354;570989;387011;226999;86605;19374;8262055;418321;450696;480034;518897;512090;525919;496594;487983;501814;619131;629940;594561;529863;485935;414687;262381;160433;79677;23552;3734;8439675;399021;430192;459250;496502;497105;514466;492774;491852;507476;621760;625474;597633;537114;498326;442614;308554;226578;147312;63053;15640
Ondergrens 95%-prognose-interval;2019;16689446;811075;862769;921481;1013113;1008335;1041472;997205;969935;986479;1200980;1245967;1207699;1080630;975659;894971;588799;396309;227715;86761;19545;8254192;415082;441256;471064;517740;511851;526684;500441;482982;490093;597554;624069;602255;536205;480908;433114;271950;165900;80948;24002;3786;8437254;396029;421513;450444;495355;496484;514788;496540;487081;496396;603258;621896;605125;544312;494814;461862;316849;230439;146733;62753;15756
Ondergrens 95%-prognose-interval;2020;16684974;804160;843595;910857;1002885;1011110;1042315;1004789;967831;971439;1142841;1243387;1220579;1097015;976277;917913;609323;404614;228360;86286;19063;8249016;411586;431481;465687;512146;513308;527617;504180;481752;482490;567250;621987;608759;543713;480768;444156;282379;170456;82031;24235;3694;8435342;392574;412060;445170;490747;497725;514698;500115;485546;488911;575591;621604;611477;553093;495456;473768;326944;234158;146329;62052;15370
Ondergrens 95%-prognose-interval;2021;16668374;801464;830218;901998;981887;1021273;1029767;1013255;960855;970132;1083201;1239409;1227595;1111670;982382;943336;620154;415694;228062;86886;18442;8236597;410234;424750;461102;501743;518356;520777;509468;478951;481817;536783;618488;612515;551045;482877;456188;287944;176249;82811;24740;3610;8431716;391221;405468;440896;480223;502903;509162;504679;482932;488783;546380;621202;614791;560521;499454;487186;332222;239410;145251;62143;14832
Ondergrens 95%-prognose-interval;2022;16661880;795396;821306;889847;962146;1027648;1016964;1018513;961523;967699;1032626;1229923;1224193;1128142;993849;914207;686445;422554;229911;87194;17959;8234472;407176;420176;454728;491938;521049;515105;513065;479142;479714;511086;612217;610761;558888;488208;441837;320104;180297;84329;25195;3559;8428841;388220;401439;435058;470221;506966;502105;505604;482152;487921;521529;617452;612931;569222;505707;472446;366342;242257;145576;62017;14403
Ondergrens 95%-prognose-interval;2023;16653995;787972;815671;878908;940919;1033214;1009426;1020896;968668;962175;990799;1209976;1216885;1143094;1002276;896308;738873;432288;230561;87064;17087;8227061;403429;417168;449496;480697;524084;510846;513930;483904;477019;490386;600778;607258;566311;491579;433192;344723;185657;85425;25442;3445;8422605;384528;398502;429412;460203;509114;498043;507106;484965;485247;500599;609420;609415;576895;510468;463320;394299;246631;145110;61622;13644
Ondergrens 95%-prognose-interval;2024;16625860;787338;811418;863017;923766;1031953;1009679;1022636;978118;953889;969311;1172140;1207704;1158559;1014636;889299;769211;445338;235357;86511;16883;8201100;403091;414954;441167;472089;523716;511514;515246;488029;473165;479857;580500;601787;573946;497608;429333;358850;192264;88082;25483;3425;8419126;384247;396464;421850;451677;508115;498335;507637;488888;480837;489800;591371;605780;584401;517053;459966;410591;253044;147313;61028;13459
