"E Waterbedrijven en afvalbeheer";"Grootteklasse";"20 tot 50 werkzame personen";"2008";"aantal";"125"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"20 tot 50 werkzame personen";"2009";"aantal";"125"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"20 tot 50 werkzame personen";"2010";"aantal";"110"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"50 tot 100 werkzame personen";"2006";"aantal";"45"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"50 tot 100 werkzame personen";"2007";"aantal";"50"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"50 tot 100 werkzame personen";"2008";"aantal";"40"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"50 tot 100 werkzame personen";"2009";"aantal";"40"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"50 tot 100 werkzame personen";"2010";"aantal";"45"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"100 werkzame personen of meer";"2006";"aantal";"100"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"100 werkzame personen of meer";"2007";"aantal";"75"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"100 werkzame personen of meer";"2008";"aantal";"70"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"100 werkzame personen of meer";"2009";"aantal";"70"
"E Waterbedrijven en afvalbeheer";"Grootteklasse";"100 werkzame personen of meer";"2010";"aantal";"65"
"F Bouwnijverheid";"Grootteklasse";"1 werkzame persoon";"2006";"aantal";"46000"
"F Bouwnijverheid";"Grootteklasse";"1 werkzame persoon";"2007";"aantal";"54755"
"F Bouwnijverheid";"Grootteklasse";"1 werkzame persoon";"2008";"aantal";"66220"
"F Bouwnijverheid";"Grootteklasse";"1 werkzame persoon";"2009";"aantal";"77500"
"F Bouwnijverheid";"Grootteklasse";"1 werkzame persoon";"2010";"aantal";"80295"
"F Bouwnijverheid";"Grootteklasse";"2 werkzame personen";"2006";"aantal";"15110"
"F Bouwnijverheid";"Grootteklasse";"2 werkzame personen";"2007";"aantal";"12320"
"F Bouwnijverheid";"Grootteklasse";"2 werkzame personen";"2008";"aantal";"12670"
"F Bouwnijverheid";"Grootteklasse";"2 werkzame personen";"2009";"aantal";"13360"
"F Bouwnijverheid";"Grootteklasse";"2 werkzame personen";"2010";"aantal";"13515"
"F Bouwnijverheid";"Grootteklasse";"3 tot 5 werkzame personen";"2006";"aantal";"5985"
"F Bouwnijverheid";"Grootteklasse";"3 tot 5 werkzame personen";"2007";"aantal";"6810"
"F Bouwnijverheid";"Grootteklasse";"3 tot 5 werkzame personen";"2008";"aantal";"6920"
"F Bouwnijverheid";"Grootteklasse";"3 tot 5 werkzame personen";"2009";"aantal";"7140"
"F Bouwnijverheid";"Grootteklasse";"3 tot 5 werkzame personen";"2010";"aantal";"6920"
"F Bouwnijverheid";"Grootteklasse";"5 tot 10 werkzame personen";"2006";"aantal";"5890"
"F Bouwnijverheid";"Grootteklasse";"5 tot 10 werkzame personen";"2007";"aantal";"6565"
"F Bouwnijverheid";"Grootteklasse";"5 tot 10 werkzame personen";"2008";"aantal";"6185"
"F Bouwnijverheid";"Grootteklasse";"5 tot 10 werkzame personen";"2009";"aantal";"6170"
"F Bouwnijverheid";"Grootteklasse";"5 tot 10 werkzame personen";"2010";"aantal";"5955"
"F Bouwnijverheid";"Grootteklasse";"10 tot 20 werkzame personen";"2006";"aantal";"3995"
